iter	Logloss
371	0.3603106783
372	0.3602147599
373	0.3599591883
374	0.3599034917
375	0.3598074453
376	0.3597046536
377	0.3595946233
378	0.359525454
379	0.3594252935
380	0.3593290094
381	0.3592263123
382	0.3591374633
383	0.3590304155
384	0.358943567
385	0.3588936164
386	0.3587957502
387	0.3586803757
388	0.3586046393
389	0.3585198967
390	0.3584202858
391	0.3583272516
392	0.3582477889
393	0.3581516537
394	0.3580272805
395	0.3579144275
396	0.3577451587
397	0.3576534618
398	0.357576063
399	0.3574760083
400	0.3572792769
401	0.3571741406
402	0.357056357
403	0.3569765488
404	0.3569216311
405	0.3567906887
406	0.3566450369
407	0.3565319574
408	0.356441585
409	0.356362344
410	0.3562428136
411	0.3561538458
412	0.3560861977
413	0.3559593686
414	0.3558929208
415	0.3557493991
416	0.3556846283
417	0.3555866127
418	0.3555005256
419	0.3553977835
420	0.3552877931
421	0.355241921
422	0.3550493098
423	0.3549988126
424	0.3549326432
425	0.3548642968
426	0.3547817668
427	0.3547213219
428	0.3546224872
429	0.3545391592
430	0.3544650273
431	0.3543826746
432	0.3542997368
433	0.3542156441
434	0.3541089711
435	0.354019059
436	0.3539493692
437	0.3538567797
438	0.3537749815
439	0.3536957258
440	0.3536143937
441	0.3535359026
442	0.3533642594
443	0.3532615724
444	0.3531786358
445	0.3530905243
446	0.3530332757
447	0.3529973997
448	0.3529218581
449	0.3528087034
450	0.3527190478
451	0.3525960128
452	0.3525091231
453	0.3523216045
454	0.3522170164
455	0.3521430922
456	0.3519974578
457	0.3519045952
458	0.3518212291
459	0.3516337701
460	0.3515532323
461	0.3514533924
462	0.3513971795
463	0.3513111721
464	0.3512595409
465	0.3511230542
466	0.351056342
467	0.350983316
468	0.3509147903
469	0.3508326615
470	0.3507796801
471	0.3506784646
472	0.3505710665
473	0.3504897513
474	0.3503860489
475	0.3503148479
476	0.3502405237
477	0.3502018343
478	0.3501422563
479	0.350079889
480	0.3500129069
481	0.3499162068
482	0.3498026089
483	0.3497268592
484	0.3496588139
485	0.3495884134
486	0.3495265283
487	0.3494513597
488	0.3493720077
489	0.3492766066
490	0.349130914
491	0.3490785367
492	0.3489750277
493	0.3488814934
494	0.3488254478
495	0.3487553683
496	0.3486857114
497	0.3485780112
498	0.3485117664
499	0.3484553215
500	0.3483770513
501	0.3483105909
502	0.3482398661
503	0.3481654539
504	0.348096449
505	0.3479892503
506	0.3478802423
507	0.3477695472
508	0.3477126318
509	0.347602412
510	0.3475282314
511	0.3474213082
512	0.3473031573
513	0.3472388774
514	0.3471501671
515	0.3470379163
516	0.3469112095
517	0.346872672
518	0.3467980407
519	0.3466979187
520	0.346604926
521	0.34654406
522	0.3464513614
523	0.3464015059
524	0.346300998
525	0.346164976
526	0.3460715793
527	0.3459331741
528	0.345871118
529	0.3458249199
530	0.3455655853
531	0.3454840268
532	0.345448607
533	0.3452790172
534	0.3452365088
535	0.3451432375
536	0.3450582365
537	0.3449592667
538	0.3448599834
539	0.3447885534
540	0.344733384
541	0.3446737885
542	0.3445555861
543	0.3445154298
544	0.344459904
545	0.3443893047
546	0.3443500391
547	0.3442898682
548	0.3442140517
549	0.3441058937
550	0.3440238088
551	0.3439716948
552	0.3439274402
553	0.3438041358
554	0.3437264845
555	0.343666657
556	0.3435968196
557	0.3434581331
558	0.3433572632
559	0.3433035152
560	0.3432146303
561	0.3431237477
562	0.3430248074
563	0.3429487958
564	0.3428810826
565	0.3428085948
566	0.3427076654
567	0.3426177682
568	0.3424962958
569	0.342404733
570	0.3423434381
571	0.3422257406
572	0.3421510117
573	0.3420384877
574	0.3419785309
575	0.3418870111
576	0.3418041455
577	0.3417422745
578	0.341670206
579	0.3415611039
580	0.3414624221
581	0.3413854896
582	0.3413041394
583	0.3412325867
584	0.3411719065
585	0.3410739472
586	0.3409852965
587	0.3408986922
588	0.3408128154
589	0.3407363595
590	0.3406619451
591	0.3405943793
592	0.3405338147
593	0.3404421722
594	0.3403850954
595	0.3402973164
596	0.3401888937
597	0.3401141063
598	0.339985144
599	0.3399194055
600	0.3398476531
601	0.3397141478
602	0.3396625863
603	0.3395934194
604	0.3395177959
605	0.3394419677
606	0.3393486392
607	0.3392959333
608	0.3391187568
609	0.3390709692
610	0.3390102526
611	0.3389334123
612	0.3388414867
613	0.3387549449
614	0.3386960184
615	0.3385733421
616	0.3385089995
617	0.3384358723
618	0.3383664129
619	0.3382850044
620	0.3381658476
621	0.3380939865
622	0.3380090243
623	0.3379490618
624	0.3378943539
625	0.337815018
626	0.3377507391
627	0.3377004707
628	0.3376572419
629	0.3375881794
630	0.3375420895
631	0.3375073112
632	0.3374288309
633	0.337342205
634	0.337260744
635	0.3372101663
636	0.3371587998
637	0.3370645473
638	0.3369816406
639	0.3369129135
640	0.3368381287
641	0.3367616981
642	0.336651069
643	0.3365971371
644	0.3365695318
645	0.3365165503
646	0.336404141
647	0.3363685441
648	0.3362438201
649	0.3361878778
650	0.3361292521
651	0.3361028915
652	0.3360590999
653	0.3359747442
654	0.3358894467
655	0.3358251924
656	0.3357033035
657	0.3355899352
658	0.3355246378
659	0.3354833044
660	0.3354328282
661	0.3353307928
662	0.3352639746
663	0.3351734741
664	0.3350971316
665	0.3350159497
666	0.3349813358
667	0.3349432307
668	0.3348979312
669	0.3348370808
670	0.3347398613
671	0.334677207
672	0.3346111151
673	0.3345530188
674	0.3344720353
675	0.3343752024
676	0.3343136262
677	0.3342386294
678	0.3341890697
679	0.334119105
680	0.3340383754
681	0.3339925464
682	0.3339421365
683	0.3338894209
684	0.3338578992
685	0.3337787255
686	0.3337408048
687	0.333675289
688	0.3335669715
689	0.3335164736
690	0.3334515537
691	0.333397567
692	0.3332928179
693	0.3332012561
694	0.3331053621
695	0.333034489
696	0.3329799372
697	0.3329374722
698	0.3328680352
699	0.3328041976
700	0.3327403067
701	0.3326762448
702	0.3326271278
703	0.3325655102
704	0.3324975522
705	0.3324596812
706	0.3324319417
707	0.3323283283
708	0.3322739117
709	0.3322125139
710	0.3321599589
711	0.332093134
712	0.3320205524
713	0.3319732864
714	0.3319073613
715	0.3318441003
716	0.3317742608
717	0.3316765091
718	0.3316201645
719	0.3314564348
720	0.3313871486
721	0.3313379301
722	0.3312428009
723	0.3311925861
724	0.3311464164
725	0.3311065026
726	0.3310108506
727	0.330955369
728	0.3309008578
729	0.3308475613
730	0.3307475332
731	0.3306927697
732	0.3306297983
733	0.3305741395
734	0.3305355839
735	0.3304800811
736	0.3303695036
737	0.3303245605
738	0.3302492425
739	0.3301674109
740	0.3301127973
741	0.3300594369
742	0.3299981648
743	0.3299139946
744	0.3298362699
745	0.3298029795
746	0.3297732284
747	0.3297154991
748	0.3296383005
749	0.3295838532
750	0.3295199948
751	0.3294770956
752	0.3294386603
753	0.3293992152
754	0.3293255565
755	0.3292853444
756	0.3292391493
757	0.3292051689
758	0.329116666
759	0.3290605547
760	0.3290262001
761	0.328978599
762	0.3289138127
763	0.3288580919
764	0.3288185984
765	0.3287189171
766	0.3286191919
767	0.3285221746
768	0.3284390708
769	0.32836138
770	0.3282747832
771	0.3282270191
772	0.3281889171
773	0.3281422249
774	0.3280708835
775	0.328010423
776	0.3279540618
777	0.3278982989
778	0.3278157569
779	0.3277624986
780	0.3276998728
781	0.3276389623
782	0.3275793272
783	0.3275224377
784	0.3274438619
785	0.3273922548
786	0.3273782772
787	0.3273109901
788	0.3272350986
789	0.3271805902
790	0.3271204201
791	0.3270806065
792	0.3270200782
793	0.3269511336
794	0.3269056278
795	0.3268585059
796	0.3268054809
797	0.3267724407
798	0.3267109294
799	0.3266869821
800	0.3266378253
801	0.3265661117
802	0.3265116043
803	0.3264313478
804	0.3263725319
805	0.3263158793
806	0.3262414495
807	0.3261787045
808	0.32614192
809	0.3260364981
810	0.325950695
811	0.3258793731
812	0.3258474371
813	0.3258127963
814	0.3257469024
815	0.3256690092
816	0.3256295009
817	0.3255653907
818	0.3255192258
819	0.3254459111
820	0.3253999988
821	0.3253079958
822	0.3252441572
823	0.3251847749
824	0.3251330083
825	0.3250819829
826	0.3250392248
827	0.3249777586
828	0.3248738917
829	0.3248263927
830	0.3247807488
831	0.3247140499
832	0.3246633118
833	0.3246035235
834	0.3245562114
835	0.3245040995
836	0.3244529873
837	0.3243703963
838	0.3242783006
839	0.3242441631
840	0.3241421418
841	0.3241242199
842	0.3239854922
843	0.3239267013
844	0.3238455523
845	0.3237988741
846	0.3237642616
847	0.3237088256
848	0.3236361629
849	0.3235665023
850	0.3235235071
851	0.3234958881
852	0.3234158551
853	0.3233351656
854	0.3232705597
855	0.3232049436
856	0.3231522564
857	0.3230747239
858	0.3230086332
859	0.3229623681
860	0.3229061487
861	0.3228668638
862	0.322821916
863	0.3227183751
864	0.3226606016
865	0.3226284902
866	0.3225322922
867	0.3224701027
868	0.3223857038
869	0.3222851082
870	0.3222175294
871	0.3221588889
872	0.3220949123
873	0.3220227903
874	0.3219736433
875	0.3219135684
876	0.3218559794
877	0.3218093851
878	0.3217068919
879	0.321655678
880	0.3216053742
881	0.3215284875
882	0.3214199646
883	0.3213387002
884	0.3211862322
885	0.3211253971
886	0.3210897553
887	0.320994832
888	0.320917031
889	0.3208626786
890	0.3208110657
891	0.3207636018
892	0.320708767
893	0.3206278573
894	0.3205899046
895	0.3205372017
896	0.3204830032
897	0.3204344572
898	0.3203776089
899	0.3203273624
900	0.320277381
901	0.3201563608
902	0.3200915996
903	0.3200516289
904	0.3200160317
905	0.319958501
906	0.319883527
907	0.3198576875
908	0.3198036167
909	0.3196671721
910	0.3196102037
911	0.3195505817
912	0.3194535113
913	0.3192929613
914	0.319215064
915	0.3191626029
916	0.3190947508
917	0.3190371397
918	0.3189900727
919	0.3189006939
920	0.3188472773
921	0.3188168638
922	0.3187500188
923	0.3187063379
924	0.3186614109
925	0.3185945208
926	0.3185624788
927	0.3185213897
928	0.3184655969
929	0.3183962059
930	0.3183583732
931	0.3183064238
932	0.3182505707
933	0.3181966769
934	0.3180980449
935	0.3180161932
936	0.3179554618
937	0.3179079279
938	0.3178659245
939	0.3178054306
940	0.3177489564
941	0.3176962386
942	0.3176304116
943	0.3175896533
944	0.3175261734
945	0.317462327
946	0.3174231457
947	0.3173672045
948	0.3173124014
949	0.3172631081
950	0.3172192607
951	0.3171711841
952	0.3171370957
953	0.317066424
954	0.3169861088
955	0.3169176439
956	0.3168634604
957	0.3167777441
958	0.3167286165
959	0.3166648215
960	0.3166391383
961	0.3165741565
962	0.3165237512
963	0.3164052336
964	0.3163167876
965	0.3162811957
966	0.3162043733
967	0.3161123307
968	0.316060414
969	0.3160211352
970	0.3159574969
971	0.3159167956
972	0.3157513134
973	0.3157229921
974	0.3156553217
975	0.3156038093
976	0.3155600759
977	0.3155102385
978	0.3154476163
979	0.3153620661
980	0.3153017299
981	0.3152386042
982	0.3151984292
983	0.3151452988
984	0.3150786325
985	0.3150191745
986	0.3149608783
987	0.3148432703
988	0.3147703303
989	0.3147116324
990	0.3146480281
991	0.314591513
992	0.3145429983
993	0.3144122789
994	0.3143433081
995	0.3142812014
996	0.3142345545
997	0.3141710383
998	0.3140754358
999	0.3139902651
